station_id,station_name,year,month,month_date,avg_tavg,avg_tmax,avg_tmin,total_prcp,obs_count
IN009010101,"HASKOTE, IN",1918,2,1918-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1918,3,1918-03-01,,,,2.42,62
IN009010101,"HASKOTE, IN",1918,4,1918-04-01,,,,1.48,60
IN009010101,"HASKOTE, IN",1918,5,1918-05-01,,,,12.3,62
IN009010101,"HASKOTE, IN",1918,6,1918-06-01,,,,2.38,60
IN009010101,"HASKOTE, IN",1918,7,1918-07-01,,,,0.22,62
IN009010101,"HASKOTE, IN",1918,8,1918-08-01,,,,3.06,62
IN009010101,"HASKOTE, IN",1918,9,1918-09-01,,,,9.020000000000001,60
IN009010101,"HASKOTE, IN",1918,10,1918-10-01,,,,2.3800000000000003,62
IN009010101,"HASKOTE, IN",1918,11,1918-11-01,,,,9.66,60
IN009010101,"HASKOTE, IN",1918,12,1918-12-01,,,,2.18,62
IN009010101,"HASKOTE, IN",1919,1,1919-01-01,,,,0.44,62
IN009010101,"HASKOTE, IN",1919,2,1919-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1919,3,1919-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1919,4,1919-04-01,,,,0.8,60
IN009010101,"HASKOTE, IN",1919,5,1919-05-01,,,,2.02,62
IN009010101,"HASKOTE, IN",1919,6,1919-06-01,,,,3.26,60
IN009010101,"HASKOTE, IN",1919,7,1919-07-01,,,,7.279999999999999,62
IN009010101,"HASKOTE, IN",1919,8,1919-08-01,,,,1.18,62
IN009010101,"HASKOTE, IN",1919,9,1919-09-01,,,,19.8,60
IN009010101,"HASKOTE, IN",1919,10,1919-10-01,,,,1.5400000000000003,62
IN009010101,"HASKOTE, IN",1919,11,1919-11-01,,,,17.040000000000003,60
IN009010101,"HASKOTE, IN",1919,12,1919-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1920,1,1920-01-01,,,,1.6,62
IN009010101,"HASKOTE, IN",1920,2,1920-02-01,,,,0.0,58
IN009010101,"HASKOTE, IN",1920,3,1920-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1920,4,1920-04-01,,,,2.68,60
IN009010101,"HASKOTE, IN",1920,5,1920-05-01,,,,1.7000000000000002,62
IN009010101,"HASKOTE, IN",1920,6,1920-06-01,,,,2.2,60
IN009010101,"HASKOTE, IN",1920,7,1920-07-01,,,,0.48,62
